customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,estimated_clv,subscription_score,loyalty_score,customer_value_tier,purchase_norm,review_norm,previous_purchase_norm,subscription_numeric,customer_health_score,health_status,cluster,customer_segment
106,69,Male,Backpack,Accessories,96,New York,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,4,Bank Transfer,Annually,Senior,365,480,10,14,Bronze,0.9500000000000002,0.44000000000000017,0.061224489795918366,1,58.64,Average,1,High-Spending Customers
107,64,Male,Jacket,Outerwear,35,Minnesota,L,White,Summer,3.7,Yes,Standard,Yes,31,Credit Card,Monthly,Senior,30,1120,10,41,Silver,0.1875,0.4800000000000002,0.6122448979591836,1,45.47,Average,3,Loyal Customers
108,28,Male,Sneakers,Footwear,67,Maryland,L,Olive,Winter,3.1,Yes,Next Day Air,Yes,46,PayPal,Fortnightly,Young Adult,14,3149,10,56,Premium,0.5875,0.2400000000000002,0.9183673469387754,1,65.85,Healthy,2,Premium Customers
109,70,Male,Socks,Clothing,79,Montana,L,Purple,Spring,3.4,Yes,Next Day Air,Yes,32,Bank Transfer,Bi-Weekly,Senior,14,2607,10,42,Premium,0.7375,0.3600000000000001,0.6326530612244897,1,65.68,Healthy,2,Premium Customers
110,58,Male,T-shirt,Clothing,85,Alabama,M,Violet,Spring,2.6,Yes,Next Day Air,Yes,43,Bank Transfer,Fortnightly,Senior,14,3740,10,53,Premium,0.8125,0.040000000000000036,0.8571428571428571,1,69.01,Healthy,2,Premium Customers
111,56,Male,Backpack,Accessories,26,New York,M,Black,Summer,4.0,Yes,Standard,Yes,26,Venmo,Fortnightly,Middle-aged,14,702,10,36,Silver,0.07500000000000001,0.6000000000000001,0.510204081632653,1,40.31,Average,3,Loyal Customers
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,Yes,Free Shipping,Yes,9,Credit Card,Annually,Young Adult,365,750,10,19,Silver,0.6875,1.0,0.16326530612244897,1,62.4,Healthy,1,High-Spending Customers
113,37,Male,Gloves,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Free Shipping,Yes,28,PayPal,Bi-Weekly,Adult,14,1885,10,38,Gold,0.5625,0.72,0.5510204081632653,1,63.43,Healthy,1,High-Spending Customers
114,44,Male,Hat,Accessories,54,New Jersey,L,Maroon,Winter,3.1,Yes,Next Day Air,Yes,20,PayPal,Quarterly,Adult,90,1134,10,30,Silver,0.42500000000000004,0.2400000000000002,0.38775510204081626,1,43.43,Average,3,Loyal Customers
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,9,Cash,Weekly,Senior,7,950,10,19,Silver,0.9375,0.4800000000000002,0.16326530612244897,1,62.0,Healthy,1,High-Spending Customers
116,53,Male,Skirt,Clothing,94,Wyoming,M,Gray,Spring,3.8,Yes,Standard,Yes,48,Debit Card,Every 3 Months,Middle-aged,90,4606,10,58,Premium,0.925,0.52,0.9591836734693877,1,86.18,Excellent,2,Premium Customers
117,55,Male,Shoes,Footwear,86,Virginia,S,Blue,Spring,3.4,Yes,Free Shipping,Yes,12,Venmo,Annually,Middle-aged,365,1118,10,22,Silver,0.825,0.3600000000000001,0.22448979591836735,1,56.93,Average,1,High-Spending Customers
118,50,Male,Sandals,Footwear,32,South Dakota,L,Yellow,Summer,4.6,Yes,Express,Yes,29,Cash,Fortnightly,Middle-aged,14,960,10,39,Silver,0.15000000000000002,0.8399999999999999,0.5714285714285714,1,49.94,Average,3,Loyal Customers
119,50,Male,Sweater,Clothing,45,Kentucky,L,Orange,Fall,4.8,Yes,2-Day Shipping,Yes,27,Cash,Bi-Weekly,Middle-aged,14,1260,10,37,Silver,0.3125,0.9199999999999999,0.5306122448979591,1,56.82,Average,3,Loyal Customers
120,38,Male,Coat,Outerwear,76,Wyoming,M,Orange,Fall,4.3,Yes,Express,Yes,44,Cash,Annually,Adult,365,3420,10,54,Premium,0.7000000000000001,0.72,0.8775510204081631,1,78.73,Healthy,2,Premium Customers
121,64,Male,Hat,Accessories,84,West Virginia,L,Red,Summer,4.0,Yes,Express,Yes,32,Bank Transfer,Annually,Senior,365,2772,10,42,Premium,0.8,0.6000000000000001,0.6326530612244897,1,72.98,Healthy,2,Premium Customers
122,19,Male,Shorts,Clothing,72,Virginia,M,Olive,Winter,4.2,Yes,Standard,Yes,11,Cash,Fortnightly,Young Adult,14,864,10,21,Silver,0.65,0.6800000000000002,0.2040816326530612,1,55.72,Average,1,High-Spending Customers
123,40,Male,Backpack,Accessories,40,Washington,L,Brown,Spring,4.8,Yes,2-Day Shipping,Yes,44,Cash,Fortnightly,Adult,14,1800,10,54,Gold,0.25,0.9199999999999999,0.8775510204081631,1,64.73,Healthy,3,Loyal Customers
124,57,Male,Sweater,Clothing,89,Louisiana,L,Brown,Fall,3.1,Yes,Free Shipping,Yes,46,Cash,Weekly,Middle-aged,7,4183,10,56,Premium,0.8625,0.2400000000000002,0.9183673469387754,1,76.85,Healthy,2,Premium Customers
125,44,Male,Sweater,Clothing,86,Nevada,M,Gray,Spring,3.1,Yes,Next Day Air,Yes,50,PayPal,Annually,Adult,365,4386,10,60,Premium,0.825,0.2400000000000002,1.0,1,77.8,Healthy,2,Premium Customers
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Next Day Air,Yes,45,Venmo,Every 3 Months,Middle-aged,90,2484,10,55,Premium,0.42500000000000004,0.44000000000000017,0.8979591836734693,1,62.74,Healthy,2,Premium Customers
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,48,Cash,Every 3 Months,Adult,90,1764,10,58,Gold,0.2,0.56,0.9591836734693877,1,57.98,Average,3,Loyal Customers
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Next Day Air,Yes,26,Credit Card,Weekly,Young Adult,7,2403,10,36,Premium,0.8625,0.9199999999999999,0.510204081632653,1,78.21,Healthy,2,Premium Customers
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,Yes,Standard,Yes,21,Credit Card,Fortnightly,Young Adult,14,704,10,31,Silver,0.15000000000000002,0.8800000000000001,0.4081632653061224,1,45.84,Average,3,Loyal Customers
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,49,PayPal,Bi-Weekly,Young Adult,14,3350,10,59,Premium,0.5875,0.6800000000000002,0.9795918367346937,1,76.49,Healthy,2,Premium Customers
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,13,PayPal,Fortnightly,Adult,14,546,10,23,Bronze,0.23750000000000004,0.4800000000000002,0.24489795918367344,1,36.45,At Risk,0,At-Risk Customers
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,46,Credit Card,Weekly,Young Adult,7,1363,10,56,Gold,0.11250000000000004,0.56,0.9183673469387754,1,53.25,Average,3,Loyal Customers
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,42,PayPal,Weekly,Young Adult,7,2494,10,52,Premium,0.4750000000000001,0.8800000000000001,0.836734693877551,1,71.7,Healthy,2,Premium Customers
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,25,Venmo,Annually,Middle-aged,365,1690,10,35,Gold,0.5625,0.0,0.4897959183673469,1,47.19,Average,3,Loyal Customers
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,25,Cash,Monthly,Adult,30,2444,10,35,Premium,0.925,0.9600000000000002,0.4897959183673469,1,80.89,Excellent,2,Premium Customers
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,12,PayPal,Quarterly,Adult,90,1053,10,22,Silver,0.7625,0.6399999999999999,0.22448979591836735,1,60.03,Healthy,1,High-Spending Customers
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,4,Debit Card,Quarterly,Adult,90,430,10,14,Bronze,0.825,0.32000000000000006,0.061224489795918366,1,51.24,Average,1,High-Spending Customers
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,38,PayPal,Weekly,Senior,7,1677,10,48,Gold,0.2875,0.8800000000000001,0.7551020408163265,1,61.75,Healthy,3,Loyal Customers
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,42,Bank Transfer,Weekly,Senior,7,1247,10,52,Silver,0.11250000000000004,0.7600000000000002,0.836734693877551,1,54.8,Average,3,Loyal Customers
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,30,Venmo,Annually,Middle-aged,365,2945,10,40,Premium,0.9375,0.52,0.5918367346938774,1,75.66,Healthy,2,Premium Customers
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,50,Credit Card,Weekly,Senior,7,1428,10,60,Gold,0.10000000000000003,0.56,1.0,1,55.2,Average,3,Loyal Customers
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,45,PayPal,Weekly,Middle-aged,7,2116,10,55,Gold,0.32500000000000007,0.9600000000000002,0.8979591836734693,1,69.14,Healthy,2,Premium Customers
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,33,Credit Card,Fortnightly,Adult,14,1972,10,43,Gold,0.4750000000000001,0.2400000000000002,0.6530612244897959,1,53.39,Average,3,Loyal Customers
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,25,PayPal,Quarterly,Young Adult,90,1248,10,35,Silver,0.3500000000000001,0.08000000000000007,0.4897959183673469,1,40.29,Average,3,Loyal Customers
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,25,Cash,Monthly,Young Adult,30,1118,10,35,Silver,0.2875,0.28000000000000025,0.4897959183673469,1,41.79,Average,3,Loyal Customers
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,44,Debit Card,Quarterly,Young Adult,90,4275,10,54,Premium,0.9375,0.8,0.8775510204081631,1,89.83,Excellent,2,Premium Customers
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,21,Venmo,Fortnightly,Middle-aged,14,660,10,31,Bronze,0.125,0.6000000000000001,0.4081632653061224,1,39.24,At Risk,0,At-Risk Customers
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,31,Bank Transfer,Fortnightly,Senior,14,2048,10,41,Gold,0.55,0.40000000000000013,0.6122448979591836,1,58.37,Average,3,Loyal Customers
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,47,Debit Card,Annually,Adult,365,4320,10,57,Premium,0.875,0.040000000000000036,0.9387755102040816,1,73.96,Healthy,2,Premium Customers
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,14,PayPal,Monthly,Adult,30,1140,10,24,Silver,0.7000000000000001,0.28000000000000025,0.26530612244897955,1,51.56,Average,1,High-Spending Customers
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,17,Debit Card,Every 3 Months,Adult,90,1728,10,27,Gold,0.9500000000000002,0.9600000000000002,0.32653061224489793,1,77.0,Healthy,1,High-Spending Customers
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,3,Venmo,Annually,Young Adult,365,188,10,13,Bronze,0.3375,0.8,0.04081632653061225,1,40.72,Average,0,At-Risk Customers
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,42,Venmo,Annually,Young Adult,365,3655,10,52,Premium,0.8125,0.72,0.836734693877551,1,82.0,Excellent,2,Premium Customers
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,22,Debit Card,Annually,Senior,365,1265,10,32,Silver,0.4375,0.28000000000000025,0.4285714285714285,1,45.96,Average,3,Loyal Customers
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,21,Venmo,Quarterly,Adult,90,2156,10,31,Gold,0.9750000000000001,0.44000000000000017,0.4081632653061224,1,70.04,Healthy,2,Premium Customers
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,21,Bank Transfer,Quarterly,Senior,90,1694,10,31,Gold,0.7125,0.72,0.4081632653061224,1,65.14,Healthy,1,High-Spending Customers
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Standard,Yes,40,Debit Card,Annually,Adult,365,1066,10,50,Silver,0.07500000000000001,0.6000000000000001,0.7959183673469387,1,48.88,Average,3,Loyal Customers
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Next Day Air,Yes,1,Bank Transfer,Fortnightly,Adult,14,136,10,11,Bronze,0.6000000000000001,0.20000000000000018,0.0,1,38.0,At Risk,0,At-Risk Customers
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,50,Bank Transfer,Monthly,Young Adult,30,3723,10,60,Premium,0.6625000000000001,0.6399999999999999,1.0,1,79.3,Healthy,2,Premium Customers
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,39,Bank Transfer,Every 3 Months,Senior,90,1080,10,49,Silver,0.08750000000000002,0.52,0.7755102040816325,1,47.17,Average,3,Loyal Customers
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,34,Venmo,Monthly,Young Adult,30,805,10,44,Silver,0.03750000000000003,0.8399999999999999,0.673469387755102,1,48.5,Average,3,Loyal Customers
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,29,Venmo,Fortnightly,Senior,14,1470,10,39,Gold,0.36250000000000004,0.20000000000000018,0.5714285714285714,1,45.64,Average,3,Loyal Customers
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,31,PayPal,Bi-Weekly,Middle-aged,14,2368,10,41,Premium,0.675,0.20000000000000018,0.6122448979591836,1,59.37,Average,2,Premium Customers
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,8,Debit Card,Weekly,Middle-aged,7,603,10,18,Bronze,0.5875,0.3600000000000001,0.14285714285714285,1,44.99,Average,1,High-Spending Customers
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,5,Credit Card,Fortnightly,Senior,14,390,10,15,Bronze,0.5625,0.040000000000000036,0.08163265306122448,1,35.75,At Risk,0,At-Risk Customers
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,7,Cash,Monthly,Adult,30,480,10,17,Bronze,0.5,0.11999999999999988,0.12244897959183673,1,36.07,At Risk,0,At-Risk Customers
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,30,Cash,Monthly,Middle-aged,30,961,10,40,Silver,0.1375,0.6000000000000001,0.5918367346938774,1,45.26,Average,3,Loyal Customers
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,14,Credit Card,Every 3 Months,Adult,90,405,10,24,Bronze,0.08750000000000002,0.6000000000000001,0.26530612244897955,1,33.46,At Risk,0,At-Risk Customers
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,5,Cash,Fortnightly,Adult,14,480,10,15,Bronze,0.75,0.20000000000000018,0.08163265306122448,1,46.45,Average,1,High-Spending Customers
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,3,PayPal,Every 3 Months,Young Adult,90,120,10,13,Bronze,0.125,0.32000000000000006,0.04081632653061225,1,22.62,At Risk,0,At-Risk Customers
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,46,Venmo,Bi-Weekly,Middle-aged,14,1175,10,56,Silver,0.0625,0.040000000000000036,0.9183673469387754,1,40.85,Average,3,Loyal Customers
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,4,Credit Card,Weekly,Young Adult,7,175,10,14,Bronze,0.1875,0.44000000000000017,0.061224489795918366,1,28.14,At Risk,0,At-Risk Customers
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,42,Credit Card,Bi-Weekly,Middle-aged,14,2881,10,52,Premium,0.5875,0.56,0.836734693877551,1,69.8,Healthy,2,Premium Customers
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,30,Cash,Annually,Young Adult,365,1426,10,40,Gold,0.32500000000000007,0.3600000000000001,0.5918367346938774,1,47.96,Average,3,Loyal Customers
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,37,Venmo,Annually,Adult,365,1330,10,47,Silver,0.1875,0.40000000000000013,0.7346938775510203,1,47.54,Average,3,Loyal Customers
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,2,Bank Transfer,Annually,Middle-aged,365,258,10,12,Bronze,0.825,0.11999999999999988,0.02040816326530612,1,46.01,Average,1,High-Spending Customers
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,30,Credit Card,Quarterly,Middle-aged,90,2511,10,40,Premium,0.7625,0.08000000000000007,0.5918367346938774,1,59.86,Average,2,Premium Customers
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,47,Bank Transfer,Monthly,Young Adult,30,2016,10,57,Gold,0.275,0.4800000000000002,0.9387755102040816,1,58.76,Average,3,Loyal Customers
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,21,PayPal,Quarterly,Senior,90,946,10,31,Silver,0.2875,0.72,0.4081632653061224,1,48.14,Average,3,Loyal Customers
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,9,Bank Transfer,Fortnightly,Senior,14,310,10,19,Bronze,0.1375,0.9600000000000002,0.16326530612244897,1,39.6,At Risk,0,At-Risk Customers
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,12,Debit Card,Fortnightly,Middle-aged,14,1053,10,22,Silver,0.7625,0.32000000000000006,0.22448979591836735,1,53.63,Average,1,High-Spending Customers
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,4,Bank Transfer,Weekly,Adult,7,305,10,14,Bronze,0.5125000000000001,0.8800000000000001,0.061224489795918366,1,49.94,Average,1,High-Spending Customers
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,10,Debit Card,Annually,Adult,365,1056,10,20,Silver,0.9500000000000002,0.11999999999999988,0.18367346938775508,1,55.91,Average,1,High-Spending Customers
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,26,Credit Card,Weekly,Senior,7,783,10,36,Silver,0.11250000000000004,0.44000000000000017,0.510204081632653,1,38.61,At Risk,3,Loyal Customers
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,40,Cash,Fortnightly,Adult,14,1353,10,50,Gold,0.16250000000000003,0.20000000000000018,0.7959183673469387,1,44.38,Average,3,Loyal Customers
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,34,Bank Transfer,Fortnightly,Middle-aged,14,1120,10,44,Silver,0.15000000000000002,0.8,0.673469387755102,1,52.2,Average,3,Loyal Customers
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,31,Debit Card,Annually,Adult,365,1792,10,41,Gold,0.45000000000000007,0.15999999999999992,0.6122448979591836,1,49.57,Average,3,Loyal Customers
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,1,Bank Transfer,Bi-Weekly,Young Adult,14,188,10,11,Bronze,0.925,0.32000000000000006,0.0,1,53.4,Average,1,High-Spending Customers
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,5,Bank Transfer,Bi-Weekly,Middle-aged,14,318,10,15,Bronze,0.4125000000000001,0.2400000000000002,0.08163265306122448,1,33.75,At Risk,0,At-Risk Customers
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,4,Credit Card,Weekly,Adult,7,410,10,14,Bronze,0.7750000000000001,0.7600000000000002,0.061224489795918366,1,58.04,Average,1,High-Spending Customers
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,48,Venmo,Quarterly,Senior,90,3430,10,58,Premium,0.625,0.20000000000000018,0.9591836734693877,1,67.78,Healthy,2,Premium Customers
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,29,Cash,Every 3 Months,Senior,90,2280,10,39,Gold,0.7000000000000001,0.56,0.5714285714285714,1,66.34,Healthy,2,Premium Customers
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,12,PayPal,Bi-Weekly,Middle-aged,14,377,10,22,Bronze,0.11250000000000004,0.15999999999999992,0.22448979591836735,1,24.43,At Risk,0,At-Risk Customers
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,29,Venmo,Annually,Adult,365,3000,10,39,Premium,1.0,0.20000000000000018,0.5714285714285714,1,71.14,Healthy,2,Premium Customers
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,15,Debit Card,Quarterly,Middle-aged,90,1504,10,25,Gold,0.925,0.2400000000000002,0.28571428571428564,1,60.37,Healthy,1,High-Spending Customers
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,34,Credit Card,Monthly,Middle-aged,30,875,10,44,Silver,0.0625,0.72,0.673469387755102,1,47.1,Average,3,Loyal Customers
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,41,Credit Card,Fortnightly,Adult,14,3696,10,51,Premium,0.8500000000000001,0.56,0.8163265306122448,1,79.69,Healthy,2,Premium Customers
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,41,Credit Card,Monthly,Senior,30,3276,10,51,Premium,0.7250000000000001,0.28000000000000025,0.8163265306122448,1,69.09,Healthy,2,Premium Customers
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,39,Credit Card,Fortnightly,Middle-aged,14,1800,10,49,Gold,0.3125,0.9199999999999999,0.7755102040816325,1,64.17,Healthy,3,Loyal Customers
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,32,Cash,Weekly,Middle-aged,7,2409,10,42,Premium,0.6625000000000001,0.52,0.6326530612244897,1,65.88,Healthy,2,Premium Customers
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,29,Venmo,Monthly,Young Adult,30,1830,10,39,Gold,0.5125000000000001,0.32000000000000006,0.5714285714285714,1,54.04,Average,3,Loyal Customers
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,15,Bank Transfer,Annually,Senior,365,352,10,25,Bronze,0.025000000000000022,0.72,0.28571428571428564,1,33.97,At Risk,0,At-Risk Customers
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,33,Venmo,Annually,Middle-aged,365,1292,10,43,Silver,0.22500000000000003,0.08000000000000007,0.6530612244897959,1,40.19,Average,3,Loyal Customers
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,18,Bank Transfer,Weekly,Senior,7,722,10,28,Silver,0.22500000000000003,0.28000000000000025,0.346938775510204,1,35.01,At Risk,0,At-Risk Customers
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,35,Cash,Bi-Weekly,Young Adult,14,3600,10,45,Premium,1.0,0.6000000000000001,0.693877551020408,1,82.82,Excellent,2,Premium Customers
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,25,PayPal,Weekly,Senior,7,1664,10,35,Gold,0.55,0.20000000000000018,0.4897959183673469,1,50.69,Average,3,Loyal Customers
